machine_type,air_temperature,process_temperature,torque,rotational_speed,tool_wear,machine_failure
M,303.9,312.9,53.5,1430,189,0
L,303.8,312.9,49.9,1367,192,0
L,303.9,312.9,42.5,1526,194,0
L,303.9,312.8,47.9,1419,196,0
L,304.0,312.8,42.7,1542,198,0
L,304.0,312.9,62.5,1363,200,1
L,304.0,312.9,53.9,1313,202,0
H,304.0,312.9,46.6,1495,0,0
L,304.0,313.0,42.1,1407,5,0
L,304.1,313.0,37.2,1566,7,0
L,304.1,313.1,30.9,1550,9,0
M,304.2,313.2,50.5,1396,11,0
M,304.3,313.3,39.0,1540,14,0
M,304.2,313.2,48.7,1380,17,0
M,304.2,313.1,31.1,1608,20,0
H,304.2,313.0,40.9,1442,23,0
L,304.1,313.0,45.3,1408,28,0
M,304.0,313.0,46.8,1454,30,0
L,304.1,313.1,34.6,1666,33,0
L,304.1,313.2,46.6,1366,35,0
L,304.2,313.2,44.9,1464,37,0
L,304.3,313.3,24.9,1775,39,0
M,304.3,313.4,43.8,1482,41,0
M,304.2,313.4,54.8,1411,44,0
L,304.2,313.3,51.6,1410,47,0
M,304.1,313.3,39.0,1494,49,0
H,304.1,313.2,43.4,1590,52,0
L,304.1,313.1,54.1,1327,57,0
L,304.1,313.1,20.8,1969,59,0
M,304.0,313.0,56.0,1377,61,0
L,304.0,313.0,45.9,1541,64,0
M,304.0,313.0,28.2,1685,66,0
L,304.0,313.1,41.0,1465,69,0
M,303.9,313.1,47.2,1483,71,0
M,303.9,313.2,40.7,1570,74,0
L,303.9,313.2,48.2,1345,77,0
M,303.9,313.2,40.6,1608,79,0
M,304.0,313.3,52.8,1415,82,0
M,304.1,313.5,45.8,1470,85,0
M,304.1,313.5,39.9,1428,88,0
H,304.2,313.5,32.2,1627,91,0
L,304.2,313.4,49.4,1457,96,0
L,304.2,313.4,40.2,1475,98,0
L,304.2,313.5,50.1,1438,100,0
M,304.2,313.5,47.2,1437,102,0
M,304.1,313.4,42.4,1518,105,0
M,304.1,313.5,33.6,1587,108,0
L,304.1,313.4,43.7,1399,111,0
L,304.1,313.5,44.6,1469,113,0
L,304.1,313.4,56.6,1374,115,0
L,304.0,313.3,36.7,1519,117,0
L,303.9,313.2,44.4,1540,119,0
L,303.9,313.3,51.6,1394,121,0
M,304.0,313.4,45.8,1389,123,0
M,304.0,313.5,26.2,1732,126,0
L,304.1,313.6,37.4,1556,129,0
M,304.1,313.6,43.7,1441,131,0
L,304.1,313.6,46.7,1382,134,0
M,304.2,313.8,44.9,1481,136,0
M,304.2,313.7,18.4,2113,139,0
L,304.2,313.8,53.9,1401,142,0
L,304.1,313.6,31.4,1611,144,0
M,304.2,313.6,33.4,1512,146,0
L,304.2,313.6,46.0,1411,149,0
M,304.2,313.6,43.7,1424,151,0
L,304.2,313.6,40.0,1469,154,0
H,304.2,313.5,29.8,1684,156,0
M,304.2,313.5,41.3,1532,161,0
M,304.2,313.5,37.3,1557,164,0
M,304.3,313.5,48.1,1416,167,0
L,304.3,313.5,25.4,1802,170,0
M,304.3,313.5,15.1,2245,172,0
L,304.2,313.4,42.5,1434,175,0
M,304.1,313.3,28.3,1725,177,0
L,304.2,313.3,35.7,1668,180,0
L,304.1,313.3,43.9,1452,182,0
L,304.1,313.3,50.0,1415,184,0
L,304.1,313.2,25.8,1824,186,0
L,304.1,313.3,45.5,1438,188,0
L,304.1,313.3,24.5,1883,190,0
L,304.2,313.4,28.9,1735,192,0
L,304.3,313.5,36.7,1464,194,0
M,304.3,313.6,40.3,1489,196,0
M,304.4,313.6,38.9,1510,199,0
M,304.3,313.6,32.1,1585,202,0
L,304.4,313.7,35.0,1509,205,1
L,304.4,313.6,39.1,1568,0,0
M,304.3,313.5,42.0,1525,2,0
L,304.4,313.7,33.5,1607,5,0
L,304.5,313.7,32.9,1670,7,0
L,304.4,313.6,38.9,1585,9,0
L,304.4,313.6,38.4,1569,11,0
L,304.4,313.6,43.1,1507,13,0
L,304.3,313.5,41.5,1452,15,0
L,304.3,313.5,29.8,1590,17,0
L,304.3,313.6,56.0,1409,19,0
L,304.3,313.5,12.7,2643,21,0
L,304.2,313.4,31.7,1644,23,0
L,304.2,313.4,37.6,1568,25,0
H,304.2,313.3,37.3,1625,27,0
L,304.2,313.4,41.4,1482,32,0
H,304.1,313.3,49.6,1397,34,0
L,304.1,313.3,50.3,1459,39,0
L,304.2,313.4,44.0,1490,41,0
L,304.1,313.2,50.1,1434,43,0
M,304.1,313.2,18.9,2028,45,0
L,304.2,313.3,45.9,1464,48,0
M,304.2,313.4,23.5,1713,50,0
M,304.3,313.4,32.1,1624,53,0
L,304.2,313.4,43.4,1421,56,0
H,304.2,313.5,41.4,1546,58,0
L,304.2,313.4,32.7,1639,63,0
H,304.1,313.4,29.6,1696,65,0
L,304.1,313.3,39.9,1470,70,0
M,304.1,313.3,38.4,1480,72,0
M,304.2,313.4,54.5,1329,75,0
L,304.2,313.4,28.2,1740,78,0
M,304.2,313.5,28.1,1739,80,0
M,304.2,313.5,47.8,1390,83,0
L,304.2,313.4,23.7,1740,86,0
M,304.0,313.3,27.1,1844,88,0
H,304.0,313.1,53.2,1388,91,0
H,304.0,313.2,43.1,1517,96,0
M,304.0,313.1,42.8,1450,101,0
L,304.0,313.2,38.7,1584,104,0
L,304.0,313.1,28.7,1720,106,0
L,303.9,313.1,31.9,1586,108,0
M,303.9,313.0,22.5,1901,110,0
L,304.0,313.0,42.4,1397,113,0
L,304.0,313.0,21.1,2012,115,0
L,304.0,313.0,15.0,2354,117,0
L,304.0,313.1,35.7,1648,119,0
L,304.0,313.2,30.6,1632,121,0
M,304.1,313.2,46.9,1427,123,0
L,304.1,313.2,48.0,1452,126,0
L,304.0,313.2,46.0,1416,128,0
L,303.9,313.1,62.9,1310,130,0
H,304.0,313.1,39.8,1408,132,0
M,303.9,313.1,34.4,1668,137,0
L,303.9,313.0,36.8,1551,140,0
H,303.9,313.0,36.0,1517,142,0
H,303.8,312.9,35.8,1570,147,0
L,303.8,312.8,53.3,1428,152,0
L,303.8,312.8,40.0,1503,154,0
L,303.8,312.8,58.7,1416,156,0
M,303.7,312.7,47.3,1396,158,0
L,303.7,312.7,51.1,1335,161,0
M,303.7,312.6,30.5,1671,163,0
L,303.7,312.7,22.4,1989,166,0
L,303.7,312.7,43.3,1468,168,0
H,303.7,312.6,27.6,1711,170,0
M,303.8,312.7,41.3,1488,175,0
L,303.8,312.7,29.3,1664,178,0
M,303.8,312.7,38.5,1507,180,0
L,303.7,312.6,42.5,1466,183,0
L,303.7,312.5,53.6,1433,185,0
L,303.7,312.5,45.7,1397,187,0
M,303.7,312.6,43.3,1429,189,0
L,303.7,312.7,37.2,1572,192,0
M,303.7,312.7,42.7,1532,194,0
M,303.7,312.7,51.8,1316,197,0
M,303.8,312.8,47.9,1420,200,0
L,303.8,312.9,37.2,1589,203,0
L,303.8,313.0,59.9,1365,205,1
L,303.8,313.0,32.9,1633,207,0
L,303.9,313.0,31.4,1626,209,0
L,303.9,313.1,29.6,1665,0,0
M,303.9,313.2,47.2,1350,2,0
L,303.9,313.2,31.9,1590,5,0
M,304.0,313.2,53.9,1437,7,0
L,303.9,313.0,48.3,1403,10,0
L,303.9,313.1,41.1,1440,12,0
M,303.9,313.1,61.4,1343,14,0
H,303.9,313.1,26.7,1790,17,0
M,303.8,313.1,18.6,2117,22,0
L,303.8,313.1,42.2,1458,25,0
L,303.6,312.9,57.8,1381,27,0
L,303.6,312.9,45.3,1450,29,0
L,303.7,312.9,50.1,1461,31,0
M,303.7,312.9,41.0,1511,33,0
L,303.8,313.1,45.4,1394,36,0
L,303.8,313.0,42.3,1499,38,0
L,303.7,313.0,44.1,1457,40,0
L,303.7,313.0,29.0,1753,42,0
L,303.7,313.0,28.0,1694,44,0
L,303.7,313.1,28.4,1683,46,0
L,303.7,313.1,47.4,1496,48,0
L,303.7,313.1,34.8,1721,50,0
L,303.6,313.0,31.6,1593,52,0
L,303.6,313.0,38.3,1575,54,0
L,303.5,313.0,41.0,1465,56,0
L,303.6,313.1,38.3,1405,58,0
M,303.5,313.0,21.6,1902,60,0
M,303.4,312.9,39.9,1422,63,0
L,303.5,312.9,52.9,1332,66,0
M,303.4,312.9,54.3,1307,68,0
L,303.5,313.0,59.5,1322,71,0
L,303.5,313.0,40.3,1547,73,0
L,303.5,313.1,23.6,1897,75,0
M,303.5,313.0,51.9,1403,77,0
L,303.5,313.0,51.6,1393,80,0
L,303.5,313.0,38.5,1482,82,0
M,303.5,312.9,44.7,1572,84,0
L,303.5,312.9,36.9,1544,87,0
M,303.5,313.0,46.1,1492,89,0
L,303.4,312.8,35.8,1513,92,0
L,303.4,312.8,43.9,1449,94,0
L,303.5,312.8,22.3,1877,96,0
L,303.4,312.8,53.4,1376,98,0
M,303.5,312.9,23.3,1883,100,0
M,303.4,312.8,38.7,1518,103,0
M,303.5,312.9,42.8,1438,106,0
L,303.4,312.9,54.1,1389,109,0
L,303.5,312.9,44.8,1504,111,0
L,303.5,312.9,64.4,1275,113,0
L,303.6,313.0,39.7,1534,115,0
M,303.6,313.0,38.2,1396,117,0
L,303.6,313.1,44.1,1395,120,0
L,303.6,313.0,30.9,1617,122,0
L,303.7,313.1,41.2,1423,124,0
L,303.5,313.0,34.0,1606,126,0
L,303.5,312.9,44.0,1501,128,0
M,303.5,312.9,30.4,1618,130,0
L,303.6,313.0,35.8,1522,133,0
L,303.6,312.9,41.4,1480,135,0
M,303.7,313.0,39.9,1469,137,0
H,303.8,313.2,52.4,1381,140,0
L,303.8,313.2,41.9,1525,145,0
M,303.8,313.2,29.6,1732,147,0
L,303.8,313.1,39.8,1523,150,0
L,303.8,313.1,42.4,1422,152,0
H,303.8,313.2,46.9,1506,154,0
L,303.8,313.2,39.4,1531,159,0
M,303.9,313.3,34.3,1507,161,0
L,303.9,313.3,40.7,1526,164,0
L,303.8,313.3,52.1,1406,166,0
M,303.9,313.3,35.0,1567,168,0
M,303.9,313.4,49.1,1464,171,0
L,303.9,313.4,48.5,1442,174,0
L,303.8,313.2,47.8,1336,176,0
H,303.8,313.2,50.2,1379,178,0
L,303.7,313.1,48.6,1406,183,0
M,303.7,313.1,18.1,2130,185,0
L,303.7,313.1,49.1,1355,188,0
M,303.8,313.2,26.5,1710,190,0
L,303.8,313.1,55.8,1309,193,0
L,303.9,313.1,37.2,1491,195,0
L,303.9,313.2,44.1,1481,197,0
L,303.9,313.1,49.3,1425,199,0
H,303.9,313.2,29.1,1680,201,0
H,304.0,313.2,31.7,1612,206,0
L,304.0,313.3,34.8,1530,211,0
L,304.0,313.2,42.6,1481,213,0
M,303.9,313.2,48.0,1422,215,1
L,303.8,313.0,43.0,1427,0,0
H,303.7,312.9,49.8,1460,2,0
L,303.6,312.9,23.5,1873,7,0
M,303.7,312.9,32.6,1566,9,0
L,303.6,312.8,30.8,1701,12,0
L,303.6,312.8,27.2,1710,14,0
M,303.6,312.8,33.1,1689,16,0
L,303.6,312.7,32.9,1637,19,0
L,303.5,312.6,39.0,1496,21,0
M,303.5,312.7,47.0,1402,23,0
L,303.4,312.7,45.5,1363,26,0
M,303.4,312.7,49.9,1576,28,0
M,303.4,312.7,55.3,1357,31,0
M,303.4,312.7,48.4,1399,34,0
M,303.4,312.8,30.8,1526,37,0
L,303.5,312.7,27.3,1694,40,0
M,303.5,312.7,49.1,1420,42,0
M,303.5,312.7,16.7,2116,45,0
M,303.7,312.9,41.9,1406,48,0
L,303.7,313.0,45.5,1456,51,0
L,303.6,312.9,31.9,1588,53,0
L,303.7,312.8,44.5,1448,55,0
H,303.6,312.7,46.2,1403,57,0
M,303.5,312.6,51.6,1405,62,0
M,303.4,312.6,9.8,2706,65,1
M,303.3,312.4,38.9,1505,68,0
L,303.2,312.4,33.7,1663,71,0
M,303.3,312.6,44.4,1482,73,0
M,303.3,312.5,32.7,1674,76,0
M,303.4,312.7,32.8,1594,79,0
L,303.5,312.7,49.3,1393,82,0
H,303.5,312.8,55.8,1404,84,0
M,303.5,312.8,45.7,1375,89,0
L,303.5,312.8,38.4,1607,92,0
L,303.4,312.8,50.8,1360,94,0
L,303.5,312.8,39.4,1524,96,0
L,303.4,312.7,35.5,1534,98,0
L,303.3,312.7,63.8,1262,100,0
L,303.3,312.6,34.6,1623,102,0
M,303.3,312.7,33.6,1642,104,0
M,303.4,312.8,35.1,1622,107,0
M,303.5,312.9,34.5,1530,110,0
M,303.4,312.8,36.3,1590,113,0
L,303.4,312.7,34.0,1589,116,0
L,303.4,312.6,37.5,1462,118,0
H,303.3,312.5,49.8,1328,120,0
H,303.3,312.6,29.0,1692,125,0
L,303.3,312.5,20.6,1968,130,0
H,303.3,312.6,24.2,1827,132,0
M,303.3,312.6,47.1,1397,137,0
L,303.3,312.6,44.0,1463,140,0
L,303.3,312.7,30.7,1643,142,0
L,303.2,312.6,57.0,1281,144,0
L,303.2,312.5,39.9,1518,146,0
L,303.2,312.6,35.3,1601,148,0
L,303.1,312.6,36.4,1548,150,0
H,303.1,312.6,40.6,1404,152,0
M,303.1,312.5,26.7,1766,157,0
M,303.1,312.5,30.0,1667,160,0
H,303.0,312.5,37.9,1507,163,0
H,303.0,312.4,37.1,1627,168,0
L,302.9,312.3,47.7,1435,173,0
H,302.9,312.3,46.8,1509,175,0
M,302.9,312.3,25.0,1809,180,0
L,302.9,312.3,40.8,1515,183,0
L,302.9,312.3,34.9,1530,185,0
H,302.8,312.3,57.5,1336,187,0
L,302.9,312.4,19.1,2030,192,0
L,302.9,312.4,36.9,1550,194,0
L,302.9,312.4,41.7,1446,196,0
L,302.8,312.3,37.5,1494,198,0
L,302.8,312.4,27.0,1651,200,0
L,302.9,312.4,33.8,1698,202,0
L,302.8,312.3,40.3,1504,204,0
M,302.9,312.4,46.0,1421,206,0
H,302.9,312.3,26.9,1754,209,0
L,302.9,312.2,42.0,1469,214,0
L,302.8,312.2,50.0,1433,216,0
M,302.8,312.3,49.0,1432,218,0
L,302.8,312.3,49.1,1366,221,0
H,302.8,312.3,47.2,1483,223,0
L,302.7,312.2,34.4,1572,228,0
L,302.8,312.2,40.2,1481,230,0
L,302.8,312.3,42.6,1473,232,0
M,302.8,312.3,70.5,1262,234,1
L,302.8,312.4,36.8,1529,237,0
L,302.8,312.4,39.7,1523,239,0
M,302.8,312.3,42.7,1416,241,0
L,302.9,312.4,23.9,1923,244,0
H,302.8,312.4,53.8,1411,246,1
L,302.7,312.4,46.3,1477,251,1
M,302.6,312.3,54.8,1454,253,1
L,302.7,312.3,48.5,1421,0,0
L,302.7,312.3,25.4,1858,2,0
H,302.8,312.5,46.1,1422,4,0
L,302.7,312.4,48.7,1444,9,0
L,302.7,312.4,47.8,1360,11,0
L,302.7,312.4,24.8,1954,13,0
L,302.6,312.4,33.0,1628,15,0
L,302.7,312.4,44.2,1433,17,0
M,302.7,312.5,51.5,1417,19,0
L,302.8,312.6,39.4,1462,22,0
L,302.9,312.6,59.9,1328,24,0
H,302.7,312.5,36.4,1527,26,0
L,302.6,312.3,34.3,1534,31,0
M,302.6,312.4,50.3,1410,33,0
L,302.6,312.3,30.3,1660,36,0
L,302.6,312.4,45.8,1386,38,0
L,302.6,312.4,41.6,1398,40,0
L,302.6,312.3,53.4,1321,42,0
L,302.6,312.3,34.2,1512,44,0
M,302.6,312.3,36.6,1566,46,0
M,302.7,312.4,44.5,1422,49,0
L,302.6,312.3,31.8,1647,52,0
L,302.6,312.2,45.5,1377,54,0
L,302.5,312.2,27.9,1775,56,0
L,302.6,312.3,42.0,1554,58,0
L,302.7,312.4,51.9,1423,60,0
L,302.7,312.4,47.3,1453,62,0
L,302.8,312.4,34.4,1590,64,0
L,302.8,312.5,28.4,1694,66,0
L,302.8,312.5,43.4,1462,68,0
L,302.8,312.4,46.2,1392,70,0
L,302.9,312.5,45.5,1550,72,0
L,302.9,312.5,30.4,1629,74,0
M,303.0,312.5,42.1,1524,76,0
M,302.9,312.5,30.9,1679,79,0
M,302.9,312.6,46.4,1394,82,0
L,302.9,312.5,32.1,1683,85,0
L,303.0,312.5,30.5,1626,87,0
H,303.0,312.5,30.0,1698,89,0
M,303.0,312.6,42.9,1392,94,0
L,303.1,312.7,51.8,1353,97,0
M,303.0,312.7,46.8,1426,99,0
L,303.0,312.7,19.9,2024,102,0
M,303.0,312.8,32.1,1648,104,0
L,303.1,312.9,40.1,1511,107,0
L,303.1,312.8,44.1,1465,109,0
L,303.0,312.7,41.8,1551,111,0
L,303.1,312.8,15.1,2329,113,0
H,303.1,312.8,41.9,1435,115,0
L,303.0,312.7,48.8,1361,120,0
M,303.0,312.7,35.8,1553,122,0
L,303.0,312.6,42.1,1451,125,0
L,303.0,312.5,40.2,1461,127,0
M,303.1,312.6,23.5,1895,129,0
M,303.1,312.6,32.9,1567,132,0
M,303.0,312.5,33.7,1602,135,0
L,303.1,312.6,42.1,1514,138,0
L,303.1,312.5,49.1,1453,140,0
M,303.0,312.4,36.1,1526,142,0
M,302.9,312.3,52.1,1339,145,0
L,302.9,312.3,22.8,1889,148,0
L,302.9,312.4,34.8,1561,150,0
M,302.9,312.4,33.1,1659,152,0
L,302.9,312.4,49.5,1424,155,0
M,302.9,312.3,44.7,1426,157,0
L,302.9,312.4,51.4,1383,160,0
L,302.8,312.3,29.9,1764,162,0
M,302.7,312.2,42.5,1439,164,0
M,302.7,312.2,35.5,1585,167,0
L,302.7,312.3,61.2,1346,170,0
L,302.8,312.3,57.8,1386,172,0
L,302.7,312.2,51.8,1369,174,0
M,302.7,312.1,46.9,1378,176,0
L,302.7,312.2,46.8,1336,179,0
M,302.6,312.1,42.0,1445,181,0
L,302.7,312.1,26.5,1763,184,0
L,302.7,312.2,34.1,1611,186,0
M,302.7,312.1,32.1,1564,188,0
H,302.7,312.1,36.0,1478,191,0
L,302.6,312.0,28.5,1781,196,0
L,302.6,312.1,26.8,1782,198,0
M,302.6,312.1,21.9,2000,200,0
M,302.5,312.0,25.3,1826,203,0
L,302.6,312.1,51.0,1344,206,0
L,302.6,312.2,43.0,1520,208,0
M,302.6,312.1,39.9,1611,210,0
L,302.7,312.2,52.1,1450,213,1
L,302.6,312.1,35.0,1499,215,0
L,302.6,312.1,68.5,1288,0,1
M,302.7,312.2,58.6,1350,2,0
M,302.9,312.4,50.9,1334,5,0
L,302.8,312.4,57.1,1376,8,0
L,302.8,312.4,49.5,1368,10,0
H,302.9,312.5,55.0,1357,12,0
M,302.9,312.5,24.0,1924,17,0
M,302.9,312.5,40.0,1551,20,0
M,302.9,312.5,21.2,1903,23,0
H,302.9,312.3,48.7,1417,26,0
L,302.7,312.1,35.2,1601,31,0
L,302.7,312.1,37.5,1543,33,0
L,302.6,312.1,52.3,1439,35,0
H,302.6,312.0,29.3,1657,37,0
L,302.8,312.2,51.0,1458,42,0
L,302.8,312.2,27.4,1746,44,0
L,302.9,312.2,30.5,1677,46,0
L,302.8,312.1,39.9,1520,48,0
L,302.9,312.2,55.1,1367,50,0
L,302.8,312.2,36.5,1509,52,0
L,302.8,312.1,51.4,1418,54,0
L,302.8,312.1,20.3,1958,56,0
L,302.8,312.2,30.9,1682,58,0
M,302.8,312.2,50.3,1452,60,0
L,302.7,312.0,24.0,1828,63,0
H,302.7,312.0,41.5,1484,65,0
L,302.6,312.0,32.2,1674,70,0
L,302.6,311.9,49.5,1448,72,0
M,302.5,311.8,19.1,2023,74,0
L,302.5,311.9,47.4,1452,77,0
M,302.6,312.0,45.0,1496,79,0
L,302.6,311.9,46.9,1397,82,0
L,302.6,311.9,39.1,1453,84,0
M,302.5,311.9,34.8,1524,86,0
L,302.6,311.9,30.9,1633,89,0
M,302.6,312.0,45.7,1363,91,0
L,302.5,311.9,44.9,1520,94,0
M,302.5,311.9,38.8,1532,96,0
L,302.4,311.8,50.9,1384,99,0
M,302.4,311.8,39.9,1539,101,0
M,302.3,311.8,50.1,1355,104,0
M,302.3,311.7,37.3,1504,107,0
L,302.4,311.8,46.6,1476,110,0
L,302.4,311.7,26.9,1721,112,0
M,302.3,311.7,37.1,1494,114,0
L,302.3,311.7,43.5,1465,117,0
M,302.3,311.8,54.0,1363,119,1
L,302.4,311.8,30.0,1648,122,0
M,302.3,311.8,23.0,1879,124,0
H,302.3,311.7,39.0,1482,127,0
L,302.4,311.8,38.4,1493,132,0
L,302.4,311.8,42.2,1433,134,0
L,302.3,311.7,41.6,1400,136,0
L,302.4,311.8,59.0,1255,138,0
L,302.2,311.7,45.6,1471,140,0
H,302.2,311.6,44.2,1357,142,0
L,302.3,311.7,41.2,1453,147,0
M,302.3,311.7,28.9,1540,149,0
L,302.3,311.8,35.2,1605,152,0
H,302.3,311.9,52.4,1374,154,0
M,302.3,311.9,42.3,1508,159,0
H,302.4,311.9,47.3,1366,162,0
H,302.5,312.0,35.7,1579,167,0
L,302.5,311.9,59.7,1306,172,0
M,302.5,312.0,40.2,1521,174,0
L,302.5,312.0,44.2,1411,177,0
H,302.5,312.0,42.0,1357,179,0
M,302.5,312.0,43.5,1436,184,0
L,302.5,311.9,40.1,1553,187,0
M,302.5,312.0,43.2,1451,189,0
L,302.4,311.9,37.9,1541,192,0
M,302.3,311.7,46.3,1341,194,0
L,302.3,311.7,32.1,1648,197,0
M,302.3,311.7,31.5,1640,199,0
L,302.4,311.8,46.1,1416,202,0
L,302.4,311.9,29.9,1671,204,0
L,302.4,312.0,45.5,1457,206,0
M,302.5,312.0,54.8,1445,0,0
L,302.5,312.1,38.6,1534,3,0
L,302.4,312.0,36.9,1508,5,0
M,302.4,312.1,47.7,1492,7,0
L,302.4,312.0,37.9,1562,10,0
L,302.4,312.0,36.4,1545,12,0
L,302.5,312.2,25.3,1738,14,0
L,302.4,312.0,49.1,1305,16,0
H,302.4,312.0,39.7,1477,18,0
H,302.4,312.0,43.4,1457,23,0
L,302.4,312.1,40.4,1455,28,0
L,302.5,312.2,38.7,1574,30,0
L,302.6,312.2,27.1,1695,32,0
M,302.6,312.2,38.8,1458,34,0
M,302.5,312.1,47.6,1454,37,0
L,302.5,312.0,18.9,2052,40,0
L,302.5,312.0,29.9,1673,42,0
L,302.4,311.9,29.9,1578,44,0
M,302.5,312.0,29.1,1642,46,0
M,302.4,311.8,31.5,1557,49,0
L,302.5,311.9,42.9,1481,52,0
M,302.5,311.8,37.6,1566,54,0
M,302.5,311.9,57.5,1298,57,0
M,302.5,311.9,59.4,1340,60,0
L,302.5,312.0,33.8,1574,63,0
L,302.5,311.9,46.7,1437,65,0
L,302.6,311.9,48.0,1354,67,0
L,302.6,311.9,35.5,1598,69,0
M,302.7,312.0,21.4,1944,71,0
M,302.7,312.0,36.7,1538,74,0
L,302.7,312.0,37.0,1501,77,0
L,302.8,312.1,52.1,1441,79,0
M,302.7,312.0,31.0,1652,81,0
L,302.8,312.1,36.6,1487,84,0
L,302.9,312.2,33.9,1605,86,0
L,302.9,312.1,54.7,1334,88,0
L,302.9,312.2,57.8,1340,90,0
L,302.9,312.2,37.8,1513,92,0
L,302.9,312.2,41.4,1510,94,0
L,302.9,312.2,23.6,1729,96,0
M,302.9,312.2,25.5,1745,98,0
M,303.1,312.3,31.6,1623,101,0
M,303.1,312.4,50.1,1378,104,0
L,303.1,312.4,41.2,1407,107,0
M,303.0,312.3,29.5,1674,109,0
L,303.0,312.3,42.4,1486,112,0
M,303.0,312.3,38.8,1483,114,0
H,303.0,312.2,28.8,1624,117,0
M,303.0,312.2,71.3,1257,122,1
L,303.0,312.3,41.4,1480,125,0
L,303.1,312.4,61.5,1404,127,1
M,303.0,312.4,29.6,1645,129,0
L,303.0,312.3,21.9,1932,132,0
L,303.0,312.3,38.5,1533,134,0
M,302.9,312.2,54.4,1292,136,0
L,302.9,312.2,40.6,1571,139,0
L,302.9,312.3,36.3,1578,141,0
M,302.8,312.2,36.9,1469,143,0
L,302.7,312.1,24.4,1728,146,0
H,302.7,312.1,32.5,1603,148,0
L,302.7,312.1,39.8,1597,153,0
L,302.7,312.1,32.0,1688,155,0
L,302.7,312.2,51.4,1405,157,0
M,302.8,312.2,32.9,1615,159,0
L,302.8,312.2,36.8,1515,162,0
L,302.7,312.2,52.8,1376,164,0
L,302.7,312.2,47.5,1447,166,0
M,302.6,312.2,56.5,1353,168,0
L,302.6,312.1,47.3,1502,171,0
L,302.6,312.0,45.5,1447,173,0
M,302.5,312.0,46.1,1487,175,0
L,302.6,312.1,38.1,1519,178,0
L,302.6,312.1,28.7,1668,180,0
L,302.6,312.1,51.6,1420,182,0
L,302.6,312.1,37.3,1473,184,0
L,302.5,312.0,38.8,1495,186,0
L,302.5,312.0,42.0,1574,188,0
L,302.5,312.0,51.3,1383,190,0
M,302.5,312.0,29.4,1591,192,0
M,302.4,311.8,37.2,1644,195,0
H,302.5,311.8,14.7,2370,198,0
L,302.5,311.9,44.9,1401,203,0
M,302.5,311.9,51.6,1414,205,0
L,302.5,312.0,46.3,1456,208,0
M,302.5,312.0,45.7,1447,210,0
L,302.4,311.8,26.5,1727,213,0
L,302.4,311.7,36.8,1495,215,0
L,302.3,311.6,34.3,1544,0,0
L,302.3,311.5,47.3,1387,2,0
M,302.3,311.5,47.2,1316,4,0
L,302.3,311.5,26.1,1794,7,0
M,302.2,311.4,55.1,1372,9,0
M,302.3,311.5,30.0,1674,12,0
L,302.2,311.4,41.7,1477,15,0
L,302.2,311.4,53.0,1397,17,0
L,302.2,311.5,34.0,1616,19,0
M,302.3,311.5,42.3,1530,21,0
M,302.2,311.4,35.1,1539,24,0
L,302.3,311.4,21.9,1845,27,0
L,302.2,311.4,43.1,1430,29,0
L,302.2,311.4,19.2,2080,31,0
M,302.2,311.4,45.3,1432,33,0
M,302.2,311.5,39.5,1479,36,0
L,302.2,311.5,45.2,1424,39,0
H,302.2,311.6,37.2,1534,41,0
H,302.1,311.6,26.2,1701,46,0
L,302.2,311.6,50.0,1462,51,0
M,302.2,311.7,42.5,1393,53,0
M,302.3,311.7,42.5,1453,56,0
L,302.3,311.8,37.8,1565,59,0
L,302.3,311.8,51.7,1281,61,0
M,302.2,311.7,36.2,1584,63,0
M,302.2,311.7,49.0,1466,66,0
M,302.2,311.6,50.5,1386,69,0
L,302.2,311.6,44.3,1383,72,0
H,302.3,311.6,53.9,1441,74,0
M,302.2,311.6,37.7,1592,79,0
H,302.2,311.6,36.8,1594,82,0
L,302.2,311.5,45.6,1482,87,0
L,302.2,311.6,31.4,1658,89,0
L,302.3,311.7,18.2,2170,91,0
M,302.3,311.7,44.6,1423,93,0
L,302.4,311.8,31.1,1543,96,0
L,302.3,311.8,44.8,1435,98,0
L,302.4,311.8,56.4,1320,100,0
M,302.4,311.9,55.7,1313,102,0
M,302.4,311.8,42.1,1453,105,0
L,302.4,311.8,45.7,1508,108,0
L,302.4,311.8,42.0,1451,110,0
H,302.5,311.9,34.6,1595,112,0
L,302.5,311.9,49.4,1354,117,0
L,302.5,311.9,59.8,1265,119,0
L,302.4,311.9,25.9,1867,121,0
L,302.5,311.9,41.6,1497,123,0
M,302.5,311.9,54.3,1347,125,0
L,302.3,311.7,43.2,1544,128,0
H,302.3,311.7,45.4,1456,130,0
L,302.5,311.8,52.7,1335,135,0
L,302.4,311.9,43.1,1452,137,0
L,302.4,311.9,70.0,1290,139,1
L,302.4,311.8,43.4,1448,141,0
L,302.3,311.7,38.6,1611,143,0
L,302.2,311.7,38.6,1556,145,0
H,302.2,311.7,46.5,1413,147,0
L,302.2,311.6,35.9,1545,152,0
L,302.2,311.7,54.6,1330,154,0
L,302.2,311.9,38.0,1596,156,0
L,302.2,311.8,36.0,1618,158,0
H,302.2,311.9,35.8,1597,160,0
L,302.3,312.0,52.2,1354,165,0
L,302.3,312.0,28.1,1746,167,0
L,302.4,312.0,32.5,1621,169,0
L,302.3,312.0,43.3,1398,171,0
